Country,Year,ED,Expenditure,Irate,Population,Tax,Trade,First_sector_GDP,First_sector_Inv
Austria,1994,849432.583,55.48612230829965,,,,,,
Austria,1995,882550.058,56.0,0.29000000000000004,,-0.8859366244357574,871.4289595087985,46.08664177005403,-97.91224065787128
Austria,1996,961798.352,56.0,-2.0,-5165.0,1.5,-769.2999999999997,25.700000000000273,211.29999999999973
Austria,1997,950097.615,52.7,-0.6875,2321.0,0.6999999999999957,1439.1999999999998,145.30000000000018,281.4000000000001
Austria,1998,971582.69,52.6,-0.5133999999999999,-5749.0,0.0,1085.5,162.79999999999927,-251.79999999999973
Austria,1999,980833.824,52.4,-0.7225000000000001,5195.0,-0.3999999999999986,1364.4,250.0,59.19999999999982
Austria,2000,987164.955,51.4,1.6056999999999997,8380.0,-0.7999999999999972,1919.9,-248.59999999999945,-170.70000000000027
Austria,2001,1045151.63,51.8,-0.7027999999999999,-965.0,1.5,900.1999999999998,71.30000000000018,66.0
Austria,2002,1052795.994,51.6,-0.5935999999999999,23934.0,-1.1000000000000014,4622.4,-31.800000000000182,-152.69999999999982
Austria,2003,1112017.485,51.8,-1.1587,-6061.0,-0.3999999999999986,-1983.6999999999998,-153.5,-54.5
Austria,2004,1122335.017,54.3,-0.05929999999999991,5667.0,-0.5,745.9000000000005,619.3000000000002,34.40000000000009
Austria,2005,1144773.822,51.7,0.05820000000000025,16486.0,-1.2000000000000028,1014.7999999999993,-10.400000000000546,134.5999999999999
Austria,2006,1162648.966,50.9,1.1031999999999997,-5847.0,-0.6000000000000014,1483.5,-78.19999999999982,-114.40000000000009
Austria,2007,1136167.104,49.7,1.0140000000000002,-24253.0,0.10000000000000142,2833.8999999999996,419.10000000000036,315.0999999999999
Austria,2008,1137348.097,50.4,0.37599999999999945,-3681.0,0.7000000000000028,533.8000000000011,491.89999999999964,245.10000000000036
Austria,2009,1110439.188,54.6,-3.2156999999999996,2009.0,-0.30000000000000426,-3339.1000000000004,-479.8000000000002,-105.80000000000018
Austria,2010,1162629.541,53.4,-0.2570000000000001,-10374.0,-0.09999999999999432,702.6000000000004,-243.40000000000055,-28.800000000000182
Austria,2011,1120464.134,51.3,0.6545000000000001,6881.0,0.09999999999999432,-1703.0,778.1000000000004,79.10000000000036
Austria,2012,1132741.583,51.8,-0.8936,9436.0,0.7000000000000028,240.1999999999989,-340.7999999999993,-30.0
Austria,2013,1156661.738,52.4,-0.5782,10782.0,1.0,78.20000000000073,-292.5,32.19999999999982
Austria,2014,1115472.117,52.4,-0.06090000000000001,12187.0,0.10000000000000142,1640.0,267.09999999999945,-342.8000000000002
Austria,2015,1142111.956,51.2,-0.3074,21214.0,0.29999999999999716,1954.7000000000007,-213.39999999999964,-125.5
Austria,2016,1170832.574,50.6,-0.2026,38405.0,-1.5,779.5,191.69999999999982,-157.89999999999964
Austria,2017,1180130.579,49.8,-0.1103,-43151.0,0.0,-1977.800000000001,52.30000000000018,198.0999999999999
Austria,2018,1167794.406,49.2,-0.02779999999999999,-22992.0,0.3999999999999986,227.20000000000073,24.399999999999636,194.0999999999999
Austria,2019,1186521.832,49.1,-0.044300000000000006,-12894.0,0.20000000000000284,2584.7999999999993,-155.30000000000018,-15.900000000000091
Austria,2020,1128482.74,57.3,-0.08840000000000003,5781.0,-0.6000000000000014,-1336.3999999999996,-371.5,20.5
Austria,2021,1195922.712,56.0,-0.18489999999999995,-10689.0,1.1000000000000014,-9294.7,398.3000000000011,949.2000000000003
Austria,2022,1120880.35,53.0,1.5902999999999998,14665.0,-0.5,-5604.6,171.89999999999964,-644.6000000000004
Austria,2023,1071033.951,52.7,2.765,79578.0,0.0,12062.099999999999,-359.10000000000036,-51.0
Belgium,1994,1496385.664,,,,,,,
Belgium,1995,1543084.656,0.4156351590164036,0.29000000000000004,,-0.3918587268424645,-394.4606788683541,80.7931680120837,0.8587985496423016
Belgium,1996,1635820.612,0.5,-2.0,-17470.0,0.7000000000000028,-1502.8000000000002,-20.799999999999727,300.9999999999999
Belgium,1997,1624995.739,-1.5,-0.6875,14706.0,0.3999999999999986,1685.8000000000002,95.80000000000018,-264.9
Belgium,1998,1664443.789,-0.6000000000000014,-0.5133999999999999,-5141.0,0.6000000000000014,-255.10000000000036,39.499999999999545,-52.10000000000002
Belgium,1999,1664652.519,-0.5,-0.7225000000000001,-550.0,-0.20000000000000284,1178.0,18.0,18.000000000000114
Belgium,2000,1709083.236,-1.1000000000000014,1.6056999999999997,3845.0,-0.3999999999999986,-2241.7,159.30000000000018,-21.399999999999977
Belgium,2001,1745061.377,0.0,-0.7027999999999999,-1004.0,-0.10000000000000142,2296.2,-216.30000000000018,-7.900000000000091
Belgium,2002,1671558.6,0.5,-0.5935999999999999,21982.0,0.30000000000000426,5600.200000000001,226.4000000000001,90.79999999999995
Belgium,2003,1744525.835,1.1000000000000014,-1.1587,-192.0,-0.6000000000000014,-175.5,-79.40000000000009,-136.29999999999995
Belgium,2004,1763509.577,-1.7000000000000028,-0.05929999999999991,-5542.0,0.10000000000000142,-538.4000000000015,190.5,57.90000000000009
Belgium,2005,1742655.551,2.6000000000000014,0.05820000000000025,8854.0,-0.20000000000000284,-2011.7999999999993,-48.69999999999982,71.59999999999991
Belgium,2006,1686734.906,-3.1000000000000014,1.1031999999999997,16099.0,-0.10000000000000142,629.2000000000007,256.4000000000001,177.20000000000005
Belgium,2007,1624668.923,-0.19999999999999574,1.0140000000000002,7622.0,-0.29999999999999716,1065.0,8.400000000000091,160.79999999999995
Belgium,2008,1745739.059,2.1999999999999957,0.37599999999999945,9180.0,0.7999999999999972,-11842.7,95.49999999999955,125.20000000000005
Belgium,2009,1665818.182,3.700000000000003,-3.2156999999999996,3882.0,-0.7999999999999972,4775.1,85.90000000000055,73.10000000000014
Belgium,2010,1799629.64,-0.6000000000000014,-0.2570000000000001,611.0,0.5,-1714.7000000000007,251.99999999999955,-76.10000000000014
Belgium,2011,1658708.863,1.1000000000000014,0.6545000000000001,73908.0,0.5,-6270.7,26.09999999999991,161.10000000000014
Belgium,2012,1640184.535,1.2000000000000028,-0.8936,-85482.0,1.1000000000000014,-263.20000000000005,23.5,-14.200000000000273
Belgium,2013,1731727.22,-0.30000000000000426,-0.5782,-13166.0,0.7999999999999972,2090.4,-311.1999999999998,-46.799999999999955
Belgium,2014,1663322.102,-0.5,-0.06090000000000001,-19219.0,-0.3999999999999986,-86.69999999999993,218.4000000000001,6.0
Belgium,2015,1715533.091,-1.5,-0.3074,13568.0,-0.5,1957.2,410.1999999999998,28.299999999999955
Belgium,2016,1713328.045,-0.5,-0.2026,17409.0,-0.7999999999999972,-2088.8,-254.0,-3.5
Belgium,2017,1702959.785,-1.1000000000000014,-0.1103,-33233.0,0.5999999999999943,-832.8000000000001,179.0,87.09999999999991
Belgium,2018,1721721.123,0.20000000000000284,-0.02779999999999999,6252.0,-0.09999999999999432,-5958.900000000001,-336.5999999999999,104.00000000000023
Belgium,2019,1679663.128,-0.7000000000000028,-0.044300000000000006,10068.0,-1.6000000000000014,8277.0,182.0,242.70000000000005
Belgium,2020,1601042.723,6.700000000000003,-0.08840000000000003,9991.0,-0.10000000000000142,4444.4,-157.69999999999982,-21.300000000000182
Belgium,2021,1715375.374,-3.6000000000000014,-0.18489999999999995,-34594.0,0.0,2762.3,-2.300000000000182,50.100000000000136
Belgium,2022,1553137.949,-2.6999999999999957,1.5902999999999998,30529.0,-0.7999999999999972,-17688.7,-13.5,-23.799999999999955
Belgium,2023,1530648.748,1.0999999999999943,2.765,62317.0,0.09999999999999432,4655.900000000001,41.90000000000009,-241.0
Croatia,1994,,,,,,,1880.8289325769413,
Croatia,1995,,0.06664719767240967,0.29000000000000004,13738.0,,105.05696019922743,1847.4,5.617751709721109
Croatia,1996,14134.712,-0.7999999999999972,-2.0,-77726.0,,200.0999999999999,1840.3,17.799999999999997
Croatia,1997,-14222.860000000015,-3.3000000000000043,-0.6875,-48139.0,-2.7244416985308106,-1488.0,1998.3,69.9
Croatia,1998,-9113.773999999976,0.7000000000000028,-0.5133999999999999,3784.0,4.299999999999997,1183.6000000000001,2052.6,71.3
Croatia,1999,10555.657000000007,2.0,-0.7225000000000001,-9352.0,-4.600000000000001,210.29999999999995,2024.2,-72.0
Croatia,2000,-17203.215000000026,-1.8999999999999986,1.6056999999999997,-29725.0,2.20000000000001,283.9000000000001,2057.3,40.0
Croatia,2001,16669.94099999999,-4.0,-0.7027999999999999,-202329.0,-0.10000000000001563,-296.5,2036.6,4.400000000000006
Croatia,2002,-5846.005999999994,-1.3999999999999986,-0.5935999999999999,10088.0,1.1000000000000156,-1355.6,2286.6,35.900000000000006
Croatia,2003,20114.80800000002,0.3999999999999986,-1.1587,-110.0,-1.3000000000000114,-513.2000000000003,2066.5,94.89999999999998
Croatia,2004,-14199.680999999982,-0.6000000000000014,-0.05929999999999991,341.0,0.10000000000000853,330.0999999999999,2378.0,11.699999999999989
Croatia,2005,-443.5370000000694,-2.5,0.05820000000000025,5136.0,0.8999999999999915,-319.5999999999999,2319.4,12.600000000000023
Croatia,2006,-8898.458999999915,-1.8999999999999986,1.1031999999999997,1626.0,0.20000000000000284,-222.9000000000001,2638.9,59.5
Croatia,2007,3860.5209999999497,1.6999999999999957,1.0140000000000002,1043.0,-1.1999999999999957,-277.89999999999964,2490.4,-46.69999999999999
Croatia,2008,835.5200000000186,0.0,0.37599999999999945,-1563.0,-0.3999999999999986,-1217.6000000000004,2656.8,205.99999999999994
Croatia,2009,-17743.07700000005,2.9000000000000057,-3.2156999999999996,-2171.0,0.19999999999998863,2396.1000000000004,2611.2000000000003,-143.99999999999994
Croatia,2010,14381.917000000074,-1.1000000000000014,-0.2570000000000001,-6949.0,0.6000000000000085,1768.1,2378.9,10.699999999999989
Croatia,2011,-11644.915000000037,0.5,0.6545000000000001,-12990.0,0.0,-14.799999999999955,2235.3,26.0
Croatia,2012,-5301.612000000023,-1.3000000000000043,-0.8936,-13873.0,0.8999999999999986,51.0,1848.8,-156.39999999999998
Croatia,2013,12363.848000000056,0.6000000000000014,-0.5782,-28181.0,-0.8999999999999986,-169.20000000000005,1945.5,74.79999999999995
Croatia,2014,-10472.687000000034,0.8000000000000043,-0.06090000000000001,-30171.0,-0.3999999999999986,717.8,1656.1,-69.19999999999993
Croatia,2015,28474.937999999966,-1.2000000000000028,-0.3074,-36717.0,0.5999999999999872,264.9,1598.6,43.49999999999994
Croatia,2016,-13048.497999999963,-1.6000000000000014,-0.2026,-49800.0,-0.4999999999999787,428.79999999999995,1648.6,32.400000000000034
Croatia,2017,10299.04800000001,-1.6000000000000014,-0.1103,-52346.0,-0.4000000000000199,-220.5,1620.9,67.5
Croatia,2018,-18346.083999999973,0.8000000000000043,-0.02779999999999999,-64428.0,1.3000000000000114,-754.4,1703.4,4.699999999999989
Croatia,2019,11716.110999999917,1.1999999999999957,-0.044300000000000006,-45665.0,-1.1000000000000014,225.4,1721.3000000000002,45.19999999999999
Croatia,2020,-18667.76099999994,7.400000000000006,-0.08840000000000003,-35165.0,-0.5000000000000071,-3314.9,1680.9,-5.800000000000011
Croatia,2021,27707.206999999995,-5.600000000000001,-0.18489999999999995,-40485.0,0.8000000000000114,1934.7,1826.9,36.19999999999999
Croatia,2022,-30368.95000000001,-3.200000000000003,1.5902999999999998,-30721.0,1.499999999999993,-2600.0999999999995,1842.3,47.89999999999998
Croatia,2023,29236.281000000017,1.7000000000000028,2.765,-11411.0,-2.0,2775.0999999999995,1874.4,2.1000000000000227
Cyprus,1994,,,,,,,,
Cyprus,1995,-7775.238999999994,,0.29000000000000004,12455.0,0.9217035341825195,-55.9317107521554,-18.31297155749644,2.874985081137538
Cyprus,1996,6872.202999999994,2.1403863432381556,-2.0,10934.0,-0.3999999999999986,31.39999999999999,22.299999999999955,-6.700000000000003
Cyprus,1997,-3332.834999999999,-0.3999999999999986,-0.6875,9980.0,-0.5,-82.89999999999999,-97.09999999999991,6.799999999999997
Cyprus,1998,3219.3080000000045,-1.5,-0.5133999999999999,8902.0,1.3999999999999986,344.6,77.29999999999995,9.400000000000006
Cyprus,1999,-1413.530000000006,0.0,-0.7225000000000001,7647.0,0.1999999999999993,32.60000000000002,34.60000000000002,7.200000000000003
Cyprus,2000,5582.980000000003,0.5,1.6056999999999997,7635.0,2.0,2.5,-8.100000000000023,6.099999999999994
Cyprus,2001,761.0550000000003,0.20000000000000284,-0.7027999999999999,7052.0,0.5,267.5,36.60000000000002,9.300000000000011
Cyprus,2002,337.2980000000025,1.0999999999999943,-0.5935999999999999,7990.0,0.10000000000000142,-388.8,32.19999999999993,-21.200000000000017
Cyprus,2003,2313.1349999999948,2.200000000000003,-1.1587,8181.0,1.1000000000000014,54.29999999999998,-54.19999999999993,-6.799999999999997
Cyprus,2004,-2395.495999999999,-6.0,-0.05929999999999991,9173.0,0.5999999999999979,-212.9,21.899999999999977,-12.400000000000006
Cyprus,2005,114.20300000000134,2.6000000000000014,0.05820000000000025,10174.0,1.8000000000000007,-62.8,-40.39999999999998,-8.699999999999989
Cyprus,2006,3562.409999999996,-1.1000000000000014,1.1031999999999997,10946.0,0.7000000000000028,-397.20000000000005,-71.60000000000002,-10.799999999999997
Cyprus,2007,3791.8340000000026,-0.3999999999999986,1.0140000000000002,13903.0,4.099999999999994,-359.49999999999994,-30.5,-10.800000000000004
Cyprus,2008,5248.5899999999965,1.5999999999999943,0.37599999999999945,18417.0,-1.5999999999999943,-1589.3,-36.39999999999998,-2.3999999999999986
Cyprus,2009,-2548.350999999995,3.4000000000000057,-3.2156999999999996,20597.0,-2.6000000000000014,1427.6,-51.80000000000001,-9.700000000000003
Cyprus,2010,-1603.0540000000037,-4.5,-0.2570000000000001,22210.0,-0.30000000000000426,-603.7,35.39999999999998,-2.700000000000003
Cyprus,2011,-2828.129000000001,0.7999999999999972,0.6545000000000001,20611.0,0.20000000000000284,865.7,12.5,63.2
Cyprus,2012,-4466.525999999998,9.300000000000004,-0.8936,22260.0,0.3999999999999986,388.0,-37.19999999999999,-42.5
Cyprus,2013,-5599.209999999999,-18.000000000000007,-0.5782,3867.0,0.5,649.2,-20.399999999999977,113.4
Cyprus,2014,1022.0260000000053,14.100000000000009,-0.06090000000000001,-7878.0,1.3999999999999986,-115.5,-63.60000000000002,22.0
Cyprus,2015,1146.117999999995,-14.800000000000004,-0.3074,-10992.0,-0.5999999999999943,309.7,15.399999999999977,35.900000000000006
Cyprus,2016,3155.4190000000017,5.5,-0.2026,1311.0,-1.2000000000000028,-124.89999999999998,54.60000000000002,-183.70000000000002
Cyprus,2017,3226.0160000000033,2.3999999999999986,-0.1103,6483.0,0.5,-439.1,-30.30000000000001,132.9
Cyprus,2018,1844.3419999999896,6.899999999999999,-0.02779999999999999,9434.0,-0.10000000000000142,374.1,-3.8000000000000114,-4.300000000000011
Cyprus,2019,1207.6510000000126,-9.799999999999997,-0.044300000000000006,11663.0,0.8999999999999986,-68.30000000000001,27.100000000000023,-34.19999999999999
Cyprus,2020,-3968.1760000000068,9.600000000000001,-0.08840000000000003,12106.0,-0.29999999999999716,-544.2,-10.699999999999989,-61.5
Cyprus,2021,2275.695000000007,-8.899999999999999,-0.18489999999999995,8002.0,0.10000000000000142,1511.4,-15.5,9.0
Cyprus,2022,1960.7369999999937,-1.4000000000000057,1.5902999999999998,8698.0,0.29999999999999716,-256.9000000000001,-59.0,305.2000000000001
Cyprus,2023,555.4959999999992,8.700000000000003,2.765,44379.0,2.8999999999999986,-555.0,6.5,-308.0000000000001
Denmark,1994,,,,,,,,
Denmark,1995,9313.753999999957,0.3364684165458627,0.1855533835948293,,-0.29391722450716173,-1138.7000000000007,358.6999999999989,326.2000000000003
Denmark,1996,24975.298000000068,-0.5,-1.1788999999999996,,0.20000000000000284,1712.2000000000007,677.8000000000011,89.09999999999991
Denmark,1997,-12027.74700000009,-2.0,-0.1795,-27448.0,-0.10000000000000142,-1699.9000000000005,564.2999999999993,114.40000000000009
Denmark,1998,7434.838000000105,-0.6000000000000014,0.29549999999999965,6860.0,0.6000000000000014,-1811.8000000000002,-249.39999999999964,-46.20000000000027
Denmark,1999,-18001.302000000025,-0.8999999999999986,-0.6608,3333.0,0.6000000000000014,5156.4,809.2000000000007,-99.09999999999991
Denmark,2000,-9137.246000000043,-1.8000000000000043,1.7618,-1252.0,-1.1000000000000014,1928.2000000000007,1305.699999999999,128.5
Denmark,2001,17149.347999999998,0.10000000000000142,-0.8944000000000001,5023.0,-0.8999999999999986,1195.6000000000004,-271.60000000000036,483.8000000000002
Denmark,2002,-11579.873999999953,0.10000000000000142,-0.7969999999999997,-2799.0,-0.5,-136.89999999999964,7.700000000000728,-208.0
Denmark,2003,9360.418999999994,0.3999999999999986,-1.3208000000000002,-3939.0,0.19999999999999574,133.89999999999964,-105.0,162.0999999999999
Denmark,2004,7673.599999999977,-0.7000000000000028,-0.06990000000000007,2969.0,0.5,-1703.6000000000004,884.7000000000007,-371.3000000000002
Denmark,2005,-7875.494999999995,-1.6999999999999957,0.0,652.0,1.5,-16.0,-241.3000000000011,-60.09999999999991
Denmark,2006,12455.305999999982,-1.3999999999999986,1.1828000000000003,2657.0,-1.5,-2519.8999999999996,-271.10000000000036,522.5999999999999
Denmark,2007,3431.5130000000354,-0.20000000000000284,1.0544999999999995,1282.0,0.0,-2471.5,-248.59999999999854,619.2000000000003
Denmark,2008,-19046.933000000077,0.7999999999999972,0.7842000000000002,5511.0,-1.7999999999999972,1998.5,-1669.7000000000007,-161.60000000000036
Denmark,2009,-21015.5909999999,6.0,-2.7367,-2129.0,0.0,2265.199999999999,-722.7000000000007,-854.2999999999997
Denmark,2010,36618.35499999998,0.20000000000000284,-0.8879000000000001,-19326.0,0.29999999999999716,5846.9000000000015,739.4000000000015,-770.7
Denmark,2011,-27931.99900000007,-0.20000000000000284,0.15050000000000008,14976.0,0.0,-1269.0,-975.4000000000015,-33.0
Denmark,2012,-9344.368999999948,1.6000000000000014,-0.7614000000000001,-8605.0,0.7000000000000028,-521.3000000000011,156.90000000000146,393.60000000000014
Denmark,2013,-5622.383999999962,-2.299999999999997,-0.3940999999999999,8226.0,0.20000000000000284,1418.300000000001,-709.3000000000011,256.0999999999999
Denmark,2014,-26500.63400000008,-0.5,-0.05069999999999997,271.0,2.799999999999997,983.0999999999985,560.7000000000007,354.2999999999997
Denmark,2015,17008.869000000064,-0.7000000000000028,-0.41540000000000005,5378.0,-2.3999999999999986,538.6000000000022,-1041.5,1.5
Denmark,2016,17432.253999999957,-2.0,-0.09090000000000001,7183.0,-0.7000000000000028,-652.8000000000029,-480.0,-610.3999999999996
Denmark,2017,10748.177000000025,-1.7999999999999972,-0.1401,-21074.0,-0.3999999999999986,2028.0,193.59999999999945,-558.2000000000003
Denmark,2018,1069.1289999999572,0.19999999999999574,-0.0479,-3079.0,-1.1000000000000014,-3552.399999999998,-241.80000000000018,210.60000000000014
Denmark,2019,-5828.685999999987,-1.0,-0.0888,1567.0,2.700000000000003,3032.0999999999985,-32.5,117.99999999999977
Denmark,2020,-30075.41200000001,3.5,0.1488,-679.0,0.0,-938.2000000000007,-270.89999999999964,-61.399999999999864
Denmark,2021,18730.898000000045,-3.8999999999999986,-0.06889999999999999,8809.0,0.0,3927.100000000002,360.1999999999998,237.79999999999995
Denmark,2022,-34519.312000000034,-4.5,1.4879,15493.0,-5.5,14993.3,105.59999999999945,-37.09999999999991
Denmark,2023,-7231.589999999967,1.8999999999999986,2.5603999999999996,9766.0,1.5,-5843.200000000001,-325.89999999999964,-86.77503671610793
Estonia,1994,143008.619,,,,,,,33.56929623392017
Estonia,1995,126857.857,0.7171245035242464,0.29000000000000004,,0.5492481390026782,144.14522198763046,5.2183528130129275,42.2
Estonia,1996,132117.289,-0.8000000000000043,-2.0,5994.0,-1.1000000000000014,-175.10000000000002,18.099999999999966,65.3
Estonia,1997,128563.659,-2.1999999999999957,-0.6875,3687.0,-0.29999999999999716,-75.59999999999997,63.200000000000045,85.5
Estonia,1998,121305.8,2.3999999999999986,-0.5133999999999999,6274.0,0.10000000000000142,-16.5,98.39999999999998,99.7
Estonia,1999,115123.321,1.0,-0.7225000000000001,-915.0,-1.3000000000000043,247.79999999999998,-75.19999999999999,118.8
Estonia,2000,105536.14,-3.700000000000003,1.6056999999999997,35850.0,-1.2999999999999972,37.099999999999994,74.19999999999999,140.2
Estonia,2001,118174.988,-1.1000000000000014,-0.7027999999999999,-30543.0,-0.7000000000000028,-76.19999999999999,-67.79999999999995,190.1
Estonia,2002,107053.685,0.6000000000000014,-0.5935999999999999,-680.0,0.7000000000000028,-303.2,65.29999999999995,221.6
Estonia,2003,109929.638,-0.8999999999999986,-1.1587,890.0,-0.20000000000000284,-159.70000000000005,59.60000000000002,198.5
Estonia,2004,127315.04,-0.8999999999999986,-0.05929999999999991,-620.0,0.20000000000000284,-25.5,16.100000000000023,232.4
Estonia,2005,133054.344,-0.3999999999999986,0.05820000000000025,1540.0,-1.2000000000000028,189.60000000000002,8.700000000000045,309.0
Estonia,2006,137238.559,-0.20000000000000284,1.1031999999999997,-750.0,0.6000000000000014,-796.8,65.49999999999989,309.8
Estonia,2007,155136.219,0.29999999999999716,1.0140000000000002,370.0,0.6000000000000014,-70.0,190.60000000000002,327.2
Estonia,2008,134884.782,5.700000000000003,0.37599999999999945,3300.0,0.3999999999999986,792.9,-40.799999999999955,364.1
Estonia,2009,100948.824,6.600000000000001,-3.2156999999999996,1780.0,3.3999999999999986,1350.4,-151.30000000000007,205.8
Estonia,2010,131356.048,-5.399999999999999,-0.2570000000000001,250.0,-1.6999999999999957,244.89999999999998,95.5,262.9
Estonia,2011,123556.571,-3.1000000000000014,0.6545000000000001,-1180.0,-1.8000000000000043,23.5,75.70000000000005,389.3
Estonia,2012,111962.809,1.7999999999999972,-0.8936,-813.0,0.6000000000000014,-673.3,11.199999999999932,361.4
Estonia,2013,126020.453,-1.1000000000000014,-0.5782,-600.0,-0.1999999999999993,145.39999999999998,-31.299999999999955,376.3
Estonia,2014,117834.205,-0.6999999999999957,-0.06090000000000001,688.0,0.5999999999999979,214.89999999999998,83.0,367.6
Estonia,2015,102650.82,1.6999999999999957,-0.3074,3406.0,1.1000000000000014,91.5,-0.5,290.2
Estonia,2016,139894.865,-0.3999999999999986,-0.2026,2023.0,0.20000000000000284,-36.69999999999993,-174.29999999999995,301.1
Estonia,2017,127853.353,0.0,-0.1103,-1383.0,-0.9000000000000057,255.0,108.39999999999998,346.9
Estonia,2018,124062.421,-0.10000000000000142,-0.02779999999999999,3807.0,0.0,-354.4000000000001,-58.19999999999993,422.3
Estonia,2019,124141.935,0.30000000000000426,-0.044300000000000006,2189.0,0.4000000000000057,437.20000000000005,60.299999999999955,336.6
Estonia,2020,123753.952,5.600000000000001,-0.08840000000000003,-1531.0,0.19999999999999574,-1351.4,-192.79999999999995,363.6
Estonia,2021,123487.545,-2.6000000000000014,-0.18489999999999995,-3064.0,0.7000000000000028,-107.80000000000001,-83.10000000000014,324.8
Estonia,2022,119775.382,-2.1000000000000014,1.5902999999999998,636.0,-1.0,-40.900000000000034,-144.69999999999993,374.1
Estonia,2023,109933.245,3.299999999999997,2.765,32360.0,0.8999999999999986,777.5,24.399999999999977,400.9
Finland,1994,,,,,,,,
Finland,1995,,-1.5,0.29000000000000004,,-1.3999999999999986,2735.0,,288.79999999999995
Finland,1996,124430.60400000017,-1.5,-2.0,-2770.0,1.1999999999999957,-449.90000000000055,,-9.700000000000045
Finland,1997,-7964.83600000001,-3.3999999999999986,-0.6875,-2578.0,-0.7999999999999972,1012.5,708.6999999999989,322.9000000000001
Finland,1998,-13467.635000000126,-3.8000000000000043,-0.5133999999999999,-465.0,-0.29999999999999716,1255.5,-1463.8999999999987,182.5999999999999
Finland,1999,-49707.007999999914,-1.2999999999999972,-0.7225000000000001,-2732.0,-0.6000000000000014,1911.6000000000004,1575.499999999999,152.4000000000001
Finland,2000,-20583.189999999944,-3.1000000000000014,1.6056999999999997,-641.0,1.3999999999999986,1125.0,-615.8999999999987,-47.80000000000018
Finland,2001,30191.731999999844,-0.6000000000000014,-0.7027999999999999,-1843.0,-2.700000000000003,872.0,-266.300000000002,110.30000000000018
Finland,2002,65413.98900000006,1.2000000000000028,-0.5935999999999999,3973.0,0.10000000000000142,-60.0,258.300000000002,38.19999999999982
Finland,2003,-42760.507999999914,0.7999999999999972,-1.1587,-2392.0,-0.8999999999999986,-3326.0,-180.20000000000073,25.09999999999991
Finland,2004,10548.918000000063,-0.19999999999999574,-0.05929999999999991,2043.0,-0.6000000000000014,-39.0,170.1999999999989,-179.5
Finland,2005,-77103.55100000021,-0.10000000000000142,0.05820000000000025,3442.0,0.30000000000000426,-3421.0,129.20000000000073,87.60000000000036
Finland,2006,94960.49699999997,-0.8999999999999986,1.1031999999999997,2090.0,0.0,667.0,-149.39999999999964,35.5
Finland,2007,-50275.60999999987,-1.5,1.0140000000000002,2406.0,-0.7000000000000028,1768.0,170.60000000000036,437.0999999999999
Finland,2008,-25265.899999999907,1.2999999999999972,0.37599999999999945,2154.0,-0.29999999999999716,-1945.0,-400.60000000000036,298.2999999999997
Finland,2009,-44912.656000000075,6.200000000000003,-3.2156999999999996,2301.0,-0.30000000000000426,-3319.0,443.60000000000036,-503.2999999999997
